,Tipo Conexión,Tipo Carga,Tipo Corriente,Provincia
0,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
1,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
2,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
3,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
4,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
5,Schuko,ND 0kW,AC,Barcelona
6,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
7,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
8,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
9,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
10,MENNEKES.M,Carga Rápida (DC),AC,Gerona
11,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
12,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
13,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
14,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
15,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
16,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
17,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
18,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
19,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
20,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
21,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
22,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
23,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
24,MENNEKES.F+Schuko,ND 0kW,AC/DC,Barcelona
25,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
26,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
27,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
28,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
29,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
30,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
31,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
32,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
33,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
34,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
35,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
36,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
37,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
38,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
39,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
40,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
41,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
42,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
43,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
44,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
45,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
46,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
47,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
48,MENNEKES.F+Schuko,ND 0kW,AC/DC,Tarragona
49,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
50,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
51,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
52,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
53,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
54,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
55,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
56,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
57,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
58,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
59,MENNEKES.F,ND 0kW,AC/DC,Barcelona
60,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
61,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
62,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
63,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
64,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
65,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
66,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
67,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
68,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
69,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
70,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
71,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
72,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
73,CCS Combo2,Carga Rápida (DC),DC,Barcelona
74,CCS Combo2,Carga Rápida (DC),DC,Barcelona
75,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
76,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
77,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
78,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
79,MENNEKES.M,Carga Lenta (AC),AC,Tarragona
80,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
81,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
82,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
83,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
84,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
85,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
86,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
87,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
88,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
89,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
90,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
91,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
92,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
93,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
94,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
95,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
96,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
97,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
98,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
99,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
100,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
101,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
102,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
103,CCS Combo2,Carga Rápida (DC),DC,Lérida
104,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
105,TESLA,ND 0kW,AC,Barcelona
106,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
107,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
108,CCS Combo2+ChadeMO+MENNEKES.M+Schuko,Carga Rápida (DC),AC/DC,Barcelona
109,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
110,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
111,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
112,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
113,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
114,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
115,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
116,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
117,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
118,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
119,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
120,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
121,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
122,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
123,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
124,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
125,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
126,TESLA,ND 0kW,AC,Barcelona
127,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
128,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
129,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
130,CCS Combo2,Carga Rápida (DC),DC,Barcelona
131,CCS Combo2,Carga Rápida (DC),DC,Gerona
132,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
133,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
134,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
135,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
136,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
137,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
138,CCS Combo2,Carga Rápida (DC),DC,Lérida
139,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
140,CCS Combo2,Carga Rápida (DC),DC,Barcelona
141,ChadeMO,Carga Rápida (DC),DC,Tarragona
142,MENNEKES.M,Carga Rápida (DC),AC,Lérida
143,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
144,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
145,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
146,Schuko,ND 0kW,AC,Barcelona
147,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
148,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
149,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
150,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
151,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
152,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
153,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
154,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
155,MENNEKES,ND 0kW,AC/DC,Tarragona
156,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
157,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
158,CCS Combo2,Carga Rápida (DC),DC,Barcelona
159,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
160,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
161,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
162,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
163,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
164,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
165,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
166,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
167,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
168,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
169,MENNEKES.M,Carga Rápida (DC),AC,Gerona
170,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
171,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
172,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
173,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
174,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
175,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
176,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
177,CCS Combo2,Carga Rápida (DC),DC,Lérida
178,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
179,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
180,MENNEKES.F+Schuko,ND 0kW,AC/DC,Barcelona
181,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
182,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
183,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
184,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
185,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
186,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
187,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
188,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
189,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
190,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
191,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
192,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
193,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
194,MENNEKES.F+Schuko,ND 0kW,AC/DC,Barcelona
195,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
196,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
197,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
198,MENNEKES.M+TESLA,ND 0kW,AC/DC,Barcelona
199,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
200,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
201,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
202,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
203,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
204,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
205,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
206,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
207,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
208,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
209,CCS Combo2+ChadeMO+MENNEKES.M,Carga Semirrápida (AC),AC/DC,Tarragona
210,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
211,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
212,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
213,Schuko,ND 0kW,AC,Barcelona
214,TESLA,ND 0kW,AC,Gerona
215,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
216,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
217,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
218,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
219,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
220,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
221,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
222,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
223,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
224,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
225,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
226,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
227,MENNEKES.M,Carga Rápida (DC),AC,Gerona
228,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
229,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
230,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
231,CCS Combo2+ChadeMO+MENNEKES.M,Carga Semirrápida (AC),AC/DC,Lérida
232,TESLA,ND 0kW,AC,Barcelona
233,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
234,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
235,MENNEKES.M,Carga Rápida (DC),AC,Gerona
236,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
237,,ND 0kW,AC,Lérida
238,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
239,Schuko,ND 0kW,AC,Barcelona
240,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
241,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
242,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
243,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
244,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
245,CCS Combo2+ChadeMO+MENNEKES.M+Schuko,Carga Rápida (DC),AC/DC,Barcelona
246,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
247,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
248,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
249,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
250,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
251,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
252,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
253,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
254,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
255,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Tarragona
256,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
257,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
258,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
259,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
260,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
261,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
262,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
263,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
264,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
265,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
266,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
267,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
268,MENNEKES.M,Carga Rápida (DC),AC,Gerona
269,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
270,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
271,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
272,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
273,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
274,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
275,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
276,MENNEKES.M,Carga Rápida (DC),AC,Gerona
277,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
278,Schuko,ND 0kW,AC,Barcelona
279,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
280,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
281,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
282,CCS Combo2,Carga Rápida (DC),DC,Barcelona
283,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
284,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
285,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
286,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
287,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
288,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
289,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
290,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
291,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
292,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
293,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
294,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
295,CCS Combo2,Carga Rápida (DC),DC,Barcelona
296,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
297,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
298,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
299,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
300,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
301,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
302,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Tarragona
303,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
304,MENNEKES.F+Schuko,ND 0kW,AC/DC,Lérida
305,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
306,Schuko,ND 0kW,AC,Barcelona
307,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
308,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
309,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
310,MENNEKES.M,Carga Rápida (DC),AC,Gerona
311,MENNEKES.M,Carga Rápida (DC),AC,Gerona
312,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
313,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
314,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
315,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
316,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
317,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
318,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
319,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
320,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
321,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
322,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
323,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
324,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
325,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
326,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
327,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
328,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
329,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
330,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
331,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
332,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
333,CCS Combo2,Carga Ultrarrápida (DC),DC,Lérida
334,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
335,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
336,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
337,MENNEKES.F+Schuko,ND 0kW,AC/DC,Barcelona
338,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
339,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
340,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
341,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
342,CCS Combo2,Carga Rápida (DC),DC,Tarragona
343,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
344,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
345,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
346,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
347,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
348,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
349,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
350,MENNEKES.M,Carga Rápida (DC),AC,Gerona
351,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
352,MENNEKES.M,Carga Lenta (AC),AC,Tarragona
353,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
354,TESLA,ND 0kW,AC,Gerona
355,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
356,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
357,MENNEKES.M,Carga Lenta (AC),AC,Barcelona
358,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
359,MENNEKES.M,Carga Rápida (DC),AC,Gerona
360,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
361,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
362,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
363,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
364,CCS Combo2,Carga Rápida (DC),DC,Gerona
365,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
366,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
367,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
368,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
369,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
370,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
371,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Gerona
372,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
373,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
374,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
375,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
376,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
377,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
378,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
379,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
380,MENNEKES.M+Schuko,Carga Rápida (DC),AC,Barcelona
381,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
382,CCS Combo2,Carga Rápida (DC),DC,Lérida
383,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
384,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
385,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
386,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
387,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
388,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
389,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
